epoch,mean_reward,avg_wait,r_morning,r_off,r_evening,pg_loss,v_loss
477,-1.855555534362793,0.0,-1.7951388888888888,-1.7694444444444444,-2.3125,0.9172002077102661,679.1373291015625
478,-1.8416666984558105,0.0,-1.685878962536023,-2.1305555555555555,-2.0,-0.21577203273773193,484.04681396484375
479,-1.7425925731658936,0.0,-1.711111111111111,-1.8055555555555556,0,0.10807319730520248,443.1059875488281
480,-1.8481481075286865,0.0,-1.912332838038633,-1.6777777777777778,-2.234042553191489,-0.1305100917816162,533.72119140625
481,-1.8388888835906982,0.0,-1.7975567190226875,-1.7277777777777779,-2.272108843537415,0.28591400384902954,639.87109375
482,-1.775925874710083,0.0,-1.6434782608695653,-2.0,-2.1333333333333333,0.08657325059175491,375.05218505859375
483,-1.7805556058883667,0.0,-1.7083333333333333,-1.925,0,0.0368005596101284,456.16400146484375
484,-1.9296296834945679,0.0,-1.948301329394387,-1.7972222222222223,-2.744186046511628,-0.3357773721218109,602.7252197265625
485,-1.834259271621704,0.0,-1.792387543252595,-1.7305555555555556,-2.267605633802817,0.6184646487236023,652.28173828125
486,-1.8129630088806152,0.0,-1.6839080459770115,-2.05,-2.0,-0.3369365334510803,417.23101806640625
487,-1.7527778148651123,0.0,-1.7305555555555556,-1.7972222222222223,0,0.3343561291694641,424.89520263671875
488,-1.8731482028961182,0.0,-1.913303437967115,-1.7555555555555555,-2.176470588235294,-0.29208651185035706,529.2828979492188
489,-1.855555534362793,0.0,-1.833916083916084,-1.725,-2.2567567567567566,-0.05718202888965607,667.48388671875
490,-1.7666666507720947,0.0,-1.6232091690544412,-2.05,-1.6818181818181819,0.025465983897447586,459.1858215332031
491,-1.730555534362793,0.0,-1.7291666666666667,-1.7333333333333334,0,-0.0007428028038702905,484.1626281738281
492,-1.940740704536438,0.0,-2.001503759398496,-1.7861111111111112,-2.2181818181818183,-0.5480940341949463,616.074462890625
493,-1.8935185670852661,0.0,-1.8706896551724137,-1.7694444444444444,-2.307142857142857,-0.16266144812107086,661.5256958007812
494,-1.7990740537643433,0.0,-1.6516220028208746,-2.1,-1.4545454545454546,-0.3402407169342041,418.70257568359375
495,-1.7018518447875977,0.0,-1.7027777777777777,-1.7,0,0.01813388802111149,422.5754699707031
496,-1.9083333015441895,0.0,-1.9329268292682926,-1.8138888888888889,-2.1875,0.032212305814027786,567.4857788085938
497,-1.8722221851348877,0.0,-1.7854671280276817,-1.8694444444444445,-2.232394366197183,0.1925966888666153,732.0665283203125
498,-1.8138889074325562,0.0,-1.6277777777777778,-2.186111111111111,0,-0.34914860129356384,444.1694030761719
499,-1.7518517971038818,0.0,-1.7708333333333333,-1.7138888888888888,0,-0.08183048665523529,529.3084106445312
